set;id;link
LGN;45127;https://cards.scryfall.io/large/front/a/a/aadb40c8-3d54-4705-82dc-54e8d6e315d5.jpg
LGN;44279;https://cards.scryfall.io/large/front/0/d/0d09c2c8-526b-4693-bbaa-109911ce5281.jpg
LGN;45126;https://cards.scryfall.io/large/front/3/4/34c3d19c-d4c6-4c5c-85eb-11d55959a89c.jpg
LGN;46457;https://cards.scryfall.io/large/front/3/5/359b2d1a-4027-46d9-b780-bcac8d60ecdb.jpg
LGN;42016;https://cards.scryfall.io/large/front/a/8/a8d6f7a6-7b6a-44f4-be04-7c02806b9f09.jpg
LGN;45123;https://cards.scryfall.io/large/front/2/3/23bbe84a-8857-467a-a4a1-e57086cc9501.jpg
LGN;44276;https://cards.scryfall.io/large/front/f/9/f9d3b33d-25b4-42b4-a93e-2a6b69832030.jpg
LGN;45122;https://cards.scryfall.io/large/front/c/0/c0b18b09-b1ff-479d-bd1c-cb8620a34fe4.jpg
LGN;45125;https://cards.scryfall.io/large/front/5/c/5c948872-295c-41b9-8094-db7db7578b0d.jpg
LGN;44277;https://cards.scryfall.io/large/front/b/e/bec97e3c-7b75-4abb-a50e-86bc8cc3bf06.jpg
LGN;45124;https://cards.scryfall.io/large/front/c/e/ce12115b-2667-47f7-bd24-17c982a4f79a.jpg
LGN;35166;https://cards.scryfall.io/large/front/5/1/51ef4cda-e55b-45a8-9c02-4e77e5b15a9e.jpg
LGN;44837;https://cards.scryfall.io/large/front/6/c/6c45fd87-7b44-4e1a-b30f-41220b69d9e6.jpg
LGN;44317;https://cards.scryfall.io/large/front/e/0/e07c0cae-852c-444c-8994-68a6d81b4cd4.jpg
LGN;42017;https://cards.scryfall.io/large/front/8/2/82846d31-4981-4ef1-85c3-703569146a84.jpg
LGN;44316;https://cards.scryfall.io/large/front/c/d/cdb3b483-01a8-4f54-9a3a-0d3f5aa3cd8b.jpg
LGN;37909;https://cards.scryfall.io/large/front/5/2/52118ff1-ad76-4b97-9fdc-6adfe80140f8.jpg
LGN;44271;https://cards.scryfall.io/large/front/f/d/fdf5a106-5fb7-40e4-82a7-db559302a923.jpg
LGN;45121;https://cards.scryfall.io/large/front/0/4/045ae4ec-07f2-4098-a2d9-4bfcbd0273b2.jpg
LGN;44274;https://cards.scryfall.io/large/front/5/d/5df94a4e-1371-4b75-a557-eeb83c23cf9d.jpg
LGN;39888;https://cards.scryfall.io/large/front/6/c/6c77cac8-fe95-4925-a815-8c514cc41b22.jpg
LRW;140233t;https://cards.scryfall.io/large/front/f/6/f669cb99-be79-413b-8266-1dfd6a15cb41.jpg
LRW;143730t;https://cards.scryfall.io/large/front/1/c/1c791044-be86-47d8-8c1b-299f6ab254e6.jpg
LRW;139664t;https://cards.scryfall.io/large/front/a/d/ad29eb21-7ee3-4a67-9601-a62ea0cbe4c0.jpg
LRW;139665t;https://cards.scryfall.io/large/front/a/d/ad29eb21-7ee3-4a67-9601-a62ea0cbe4c0.jpg
LRW;140193t;https://cards.scryfall.io/large/front/a/d/ad29eb21-7ee3-4a67-9601-a62ea0cbe4c0.jpg
LRW;139696t;https://cards.scryfall.io/large/front/5/2/526da544-23dd-42b8-8c00-c3609eea4489.jpg
LRW;143684t;https://cards.scryfall.io/large/front/5/2/526da544-23dd-42b8-8c00-c3609eea4489.jpg
LRW;140230t;https://cards.scryfall.io/large/front/f/4/f44d5271-5d10-46b2-9ba2-5788d99de2e6.jpg
LRW;139705t;https://cards.scryfall.io/large/front/f/4/f44d5271-5d10-46b2-9ba2-5788d99de2e6.jpg
LRW;139691t;https://cards.scryfall.io/large/front/a/2/a280aee2-e15a-4625-b429-4032eae08a41.jpg
LRW;140164t;https://cards.scryfall.io/large/front/a/2/a280aee2-e15a-4625-b429-4032eae08a41.jpg
LRW;139679t;https://cards.scryfall.io/large/front/a/2/a280aee2-e15a-4625-b429-4032eae08a41.jpg
LRW;140205t;https://cards.scryfall.io/large/front/c/3/c3cbd01b-dbf5-424a-855d-f9a9d7e7e414.jpg
LRW;143728t;https://cards.scryfall.io/large/front/8/b/8b4ef48d-a328-4eb9-a2e3-925c1cd38b1a.jpg
LRW;139676t;https://cards.scryfall.io/large/front/2/7/27b171ac-b2ef-4a80-92d1-6d9e71f3e3ca.jpg
LRW;145984t;https://cards.scryfall.io/large/front/2/7/27b171ac-b2ef-4a80-92d1-6d9e71f3e3ca.jpg
LRW;139683t;https://cards.scryfall.io/large/front/2/7/27b171ac-b2ef-4a80-92d1-6d9e71f3e3ca.jpg
LRW;139401t;https://cards.scryfall.io/large/front/2/7/27b171ac-b2ef-4a80-92d1-6d9e71f3e3ca.jpg
LRW;143370t;https://cards.scryfall.io/large/front/2/7/27b171ac-b2ef-4a80-92d1-6d9e71f3e3ca.jpg
LRW;146167t;https://cards.scryfall.io/large/front/2/7/27b171ac-b2ef-4a80-92d1-6d9e71f3e3ca.jpg
LRW;140194t;https://cards.scryfall.io/large/front/0/2/02a80dc2-0811-4df0-95f1-dd80ce9e24de.jpg
LRW;143380t;https://cards.scryfall.io/large/front/1/a/1a7d89ca-8611-4bda-b5c8-0350ce091102.jpg
LRW;140233;https://cards.scryfall.io/large/front/2/a/2a1470a6-d09d-4a2a-84a6-d56e32ed237a.jpg
LRW;140189;https://cards.scryfall.io/large/front/6/b/6b598cf2-c327-422b-9527-1b28645ba70c.jpg
LRW;141817;https://cards.scryfall.io/large/front/8/e/8ee73fe8-d52b-43bb-ab91-5545192be676.jpg
LRW;145813;https://cards.scryfall.io/large/front/f/2/f2258bd3-e38b-4029-a9fb-f9ae86dbbc3a.jpg
LRW;145973;https://cards.scryfall.io/large/front/7/9/79e234ce-6d61-4d62-a8cd-fa985a6aba60.jpg
LRW;141829;https://cards.scryfall.io/large/front/d/a/da70a20f-213e-4d79-a46f-1ef1fc3f4a51.jpg
LRW;139395;https://cards.scryfall.io/large/front/c/0/c000c3e4-d71a-43c8-8ded-f3da54bc088d.jpg
LRW;142360;https://cards.scryfall.io/large/front/a/7/a7610d2f-e35f-42fa-a3fb-fcae54bf5a1d.jpg
LRW;145968;https://cards.scryfall.io/large/front/2/4/24f0c586-a1a5-4907-801a-7815c4dceb39.jpg
LRW;139664;https://cards.scryfall.io/large/front/9/e/9e344859-7248-4498-8303-252f196a007b.jpg
LRW;143380;https://cards.scryfall.io/large/front/a/9/a9044585-4d44-42fb-ad7b-e0e224fbc502.jpg
LRW;145801;https://cards.scryfall.io/large/front/f/8/f8968bc0-518f-4c41-bf00-2bf295065e33.jpg
LRW;146583;https://cards.scryfall.io/large/front/0/d/0d1cec6f-5308-4bff-b19a-df9e3325bb06.jpg
LRW;143683;https://cards.scryfall.io/large/front/2/0/20d858be-4c03-4819-94e9-ca4ca3de9032.jpg
LRW;139666;https://cards.scryfall.io/large/front/8/1/8152999d-5e65-4ea6-b1e7-94b41808faa0.jpg
LRW;142356;https://cards.scryfall.io/large/front/5/3/5305b5c6-2af6-4b5c-9a57-0a2d2628e2f4.jpg
LRW;139397;https://cards.scryfall.io/large/front/b/6/b6a7508c-2815-40eb-92f7-3e66dfb28484.jpg
LRW;139698;https://cards.scryfall.io/large/front/6/a/6a7a9110-6aea-460b-91fa-5f8a507160e7.jpg
LRW;139407;https://cards.scryfall.io/large/front/c/1/c10ccaef-2a75-43d6-95f2-c3690ae5c87a.jpg
LRW;145971;https://cards.scryfall.io/large/front/c/0/c0a785a2-462d-4321-9e48-eb98698b7591.jpg
LRW;143730;https://cards.scryfall.io/large/front/d/1/d11187c6-f213-45db-9de3-314df1f43589.jpg
LRW;139406;https://cards.scryfall.io/large/front/3/0/3073f3f5-bff8-4ec1-a68f-c83d63435843.jpg
LRW;139403;https://cards.scryfall.io/large/front/b/6/b6053c20-3632-43e2-8560-259d0c12f235.jpg
LRW;143018;https://cards.scryfall.io/large/front/6/1/6145bcd5-a583-4a04-9a13-a64ecdf4425a.jpg
LRW;146444;https://cards.scryfall.io/large/front/e/7/e75283b6-1b70-4e89-bf21-f85c21454aae.jpg
LRW;139399;https://cards.scryfall.io/large/front/6/4/64735178-3dc5-4a95-92fa-e15bd04e5733.jpg
LRW;145986;https://cards.scryfall.io/large/front/4/4/44032574-a5bc-4366-af65-9824fd4302a2.jpg
LRW;139715;https://cards.scryfall.io/large/front/1/e/1eb33901-1f97-4080-a9dd-922ef29f42c9.jpg
LRW;143383;https://cards.scryfall.io/large/front/c/6/c64ba1c8-b93a-4169-9ba0-d3fc5bf57676.jpg
LRW;140193;https://cards.scryfall.io/large/front/5/3/53c8cde1-e447-422e-aed0-2571a77d3d29.jpg
LRW;141818;https://cards.scryfall.io/large/front/a/d/adfff880-cbf6-4085-bc05-c72658b75f25.jpg
LRW;139693;https://cards.scryfall.io/large/front/f/c/fc326b79-363e-4c14-86e4-23041f2d6b4f.jpg
LRW;145988;https://cards.scryfall.io/large/front/e/9/e9fdb060-8f4d-453a-9516-92c390fbc85a.jpg
LRW;139414;https://cards.scryfall.io/large/front/1/c/1c7fffe8-709c-4cb4-bbad-e4a0c35b616a.jpg
LRW;139396;https://cards.scryfall.io/large/front/e/a/ea2de26e-4cb3-4d7e-b884-54d6056dc9e9.jpg
LRW;145815;https://cards.scryfall.io/large/front/d/e/deb2156a-8a77-4954-b557-1bdaf3ba171a.jpg
LRW;140214;https://cards.scryfall.io/large/front/1/5/154a335d-188d-49c3-af6d-c8e702b4b3ba.jpg
LRW;145970;https://cards.scryfall.io/large/front/a/b/ab09d6d7-e2f0-4e78-a9a3-ac37f02f4096.jpg
LRW;139411;https://cards.scryfall.io/large/front/f/5/f550f44f-8b8f-4c1d-a583-9fd986d3061c.jpg
LRW;139511;https://cards.scryfall.io/large/front/7/f/7f6c24b1-af9d-4a9c-9167-faa8a397a361.jpg
LRW;143016;https://cards.scryfall.io/large/front/7/5/75fa0c72-427b-4797-b5b1-15f07fc5fa07.jpg
LRW;143684;https://cards.scryfall.io/large/front/1/3/13a4c124-216b-44b1-b49a-3db3f033e4cd.jpg
LRW;145799;https://cards.scryfall.io/large/front/e/0/e0b61fb2-11e5-45ae-873d-85f79f161950.jpg
LRW;140232;https://cards.scryfall.io/large/front/9/e/9e48d34d-063c-4703-870b-4a22d5774c89.jpg
LRW;146580;https://cards.scryfall.io/large/front/4/4/444b5d72-ac5b-43d2-b5dc-0cc4bf63e43d.jpg
LRW;139669;https://cards.scryfall.io/large/front/c/3/c36fe821-e9b1-453d-8e44-f8dce111a6de.jpg
LRW;139400;https://cards.scryfall.io/large/front/1/2/129933ba-60a0-4764-a705-28fa7bb10bd3.jpg
LRW;145974;https://cards.scryfall.io/large/front/5/6/56389c91-a470-4c43-9368-98df4d38f7fd.jpg
LRW;139716;https://cards.scryfall.io/large/front/5/8/585f1c8e-6898-4def-8e3f-d45cd263f776.jpg
LRW;145817;https://cards.scryfall.io/large/front/c/4/c44c623e-9ae1-495d-b72d-166f2ed4cf2c.jpg
LRW;140339;https://cards.scryfall.io/large/front/0/6/068518d2-f061-4061-b208-158e991156b6.jpg
LRW;142354;https://cards.scryfall.io/large/front/f/d/fd13d2c1-3db7-4fdc-9321-57c9d6e8c3ae.jpg
LRW;139696;https://cards.scryfall.io/large/front/f/2/f240d225-9fbf-438a-93c3-5fef325035e8.jpg
LRW;145989;https://cards.scryfall.io/large/front/8/0/8052d90b-bc49-4a9e-9211-159a54aa2bcd.jpg
LRW;146172;https://cards.scryfall.io/large/front/6/4/642be353-a46a-4d14-a35a-7716fd552870.jpg
LRW;141819;https://cards.scryfall.io/large/front/8/2/829e3d6e-5d7c-4cc4-a7a6-7cbf5a7442ba.jpg
LRW;142352;https://cards.scryfall.io/large/front/4/2/42ebd6ff-2b1c-4e93-81cc-81998459c5c7.jpg
LRW;145979;https://cards.scryfall.io/large/front/1/4/149aa77e-fc10-4b9b-8f38-cc6db5be7b79.jpg
LRW;139692;https://cards.scryfall.io/large/front/f/5/f577831b-2aa2-44a1-bd6b-ef111bc2e211.jpg
LRW;139431;https://cards.scryfall.io/large/front/5/b/5b9fa774-fb6d-4a2f-96d5-a449a423312e.jpg
LRW;139427;https://cards.scryfall.io/large/front/f/9/f9bdc319-4e06-420b-ba54-6cb994d4e279.jpg
LRW;139435;https://cards.scryfall.io/large/front/d/e/defb9f0b-195e-4aeb-92c1-8f827ad6724b.jpg
LRW;145803;https://cards.scryfall.io/large/front/d/4/d4237352-4e0e-4f40-946b-2a61753674d4.jpg
LRW;146584;https://cards.scryfall.io/large/front/5/5/55b9be91-f3a1-49ce-8a3e-2ecd30e2e692.jpg
LRW;146170;https://cards.scryfall.io/large/front/c/d/cd9c0bd7-f8a9-4d13-9a06-acc8bfb3d68b.jpg
LRW;146166;https://cards.scryfall.io/large/front/f/7/f7ea1c6e-c0af-40b0-b492-8d71f496903e.jpg
LRW;146162;https://cards.scryfall.io/large/front/2/a/2a71800f-3e67-4cfb-a3b1-8c073a91b909.jpg
LRW;139436;https://cards.scryfall.io/large/front/e/0/e05a4ce4-dbd5-4c47-8b40-c145c7f5d06c.jpg
LRW;140190;https://cards.scryfall.io/large/front/2/e/2eec6ab7-afbe-46ea-a7a6-6b678256f33e.jpg
LRW;139419;https://cards.scryfall.io/large/front/c/c/cce7ce6e-0d84-4d66-a1dd-26ddac73d47b.jpg
LRW;140222;https://cards.scryfall.io/large/front/c/d/cdffb058-1af0-41bb-956a-ae10e092c389.jpg
LRW;139663;https://cards.scryfall.io/large/front/3/a/3ad0c3b4-fd24-44ad-8b30-4176f07be3d6.jpg
LRW;139420;https://cards.scryfall.io/large/front/b/4/b47af11c-1090-4f0a-8eea-64a3b639e535.jpg
LRW;139702;https://cards.scryfall.io/large/front/b/5/b57434d9-6fa5-43a6-98b9-044d2259d699.jpg
LRW;141825;https://cards.scryfall.io/large/front/c/f/cfc421e2-0dd4-4bdf-b5f5-a60c4b0df63b.jpg
LRW;145811;https://cards.scryfall.io/large/front/a/9/a97cfefa-ade7-49f6-b2aa-1118b9db4935.jpg
LRW;145814;https://cards.scryfall.io/large/front/a/4/a439c0ca-0cb2-4293-825e-1a72159953b9.jpg
LRW;139428;https://cards.scryfall.io/large/front/f/2/f252ae53-443c-4a27-b8f0-639a9a2b8598.jpg
LRW;139512;https://cards.scryfall.io/large/front/b/a/ba6b6fc5-5077-4812-b8e9-906783dbaf67.jpg
LRW;139687;https://cards.scryfall.io/large/front/7/a/7ab1db58-66b6-4b92-9dcd-e044fa383469.jpg
LRW;145802;https://cards.scryfall.io/large/front/7/2/72d3ae1f-5442-4725-a16a-502f13359a85.jpg
LRW;139668;https://cards.scryfall.io/large/front/c/5/c536c1ce-a012-4d77-ab29-8574be164731.jpg
LRW;139741;https://cards.scryfall.io/large/front/f/7/f75fc1eb-09ac-4800-a55d-c0e723f5786b.jpg
LRW;139426;https://cards.scryfall.io/large/front/f/4/f48daf7e-2f8e-4179-a145-a6b36dd11d44.jpg
LRW;140200;https://cards.scryfall.io/large/front/e/1/e148481d-a969-40d9-9335-d0e06ad8245b.jpg
LRW;139682;https://cards.scryfall.io/large/front/9/e/9e07a38a-2d88-4b01-9634-f24cbc8d96d6.jpg
LRW;141853;https://cards.scryfall.io/large/front/8/8/8875c883-8d56-406b-bd89-42199a6e79f5.jpg
LRW;140165;https://cards.scryfall.io/large/front/2/f/2f5320da-7214-4348-84d8-74bf951c9f2f.jpg
LRW;139429;https://cards.scryfall.io/large/front/4/e/4e5ba4a9-a282-4d4b-b25a-179e05e458f4.jpg
LRW;142358;https://cards.scryfall.io/large/front/0/4/047709e7-c44f-47e4-a9cc-1d941264e454.jpg
LRW;139424;https://cards.scryfall.io/large/front/a/e/aed908f4-630c-4f3c-9e61-4725b88b93ff.jpg
LRW;141828;https://cards.scryfall.io/large/front/1/d/1d5b00cb-ebc3-44e8-970d-724150eb7876.jpg
LRW;142362;https://cards.scryfall.io/large/front/e/5/e526ebbf-2041-4c3e-9a20-73bbf6f90251.jpg
LRW;145807;https://cards.scryfall.io/large/front/a/7/a72b078e-e324-4775-9d38-08943017a48e.jpg
LRW;140177;https://cards.scryfall.io/large/front/6/c/6cdbb6ff-c945-4dd6-aba6-4fd4b77824c0.jpg
LRW;145975;https://cards.scryfall.io/large/front/1/9/1934c34a-c163-4fac-a80d-8b17e8d64efa.jpg
LRW;139678;https://cards.scryfall.io/large/front/f/b/fb3c1f39-b6ac-4663-9623-bd573a1117b0.jpg
LRW;142357;https://cards.scryfall.io/large/front/8/1/817b8996-388f-4704-a4c8-ef99d4701805.jpg
LRW;139454;https://cards.scryfall.io/large/front/1/1/11a1fc03-5719-49ed-9d53-d8ea5693373e.jpg
LRW;145966;https://cards.scryfall.io/large/front/f/2/f2459953-a4b5-4a9c-85ed-928b684d7240.jpg
LRW;142359;https://cards.scryfall.io/large/front/1/b/1bb4916d-ab50-45c9-bf7e-e7a7e761aef4.jpg
LRW;139441;https://cards.scryfall.io/large/front/8/e/8ea8d2b8-bcac-410d-aa5a-e4a74f7d5315.jpg
LRW;139709;https://cards.scryfall.io/large/front/9/e/9ed9a638-c3f9-48dd-9633-5c52146e0dcd.jpg
LRW;140230;https://cards.scryfall.io/large/front/a/6/a61990de-0daf-4340-8e6b-c49852d46980.jpg
LRW;140171;https://cards.scryfall.io/large/front/b/8/b870a7aa-0836-4e3e-8be9-3299bdaded81.jpg
LRW;146581;https://cards.scryfall.io/large/front/f/8/f8d06368-d226-4089-84d4-950a3ebdfb15.jpg
LRW;140168;https://cards.scryfall.io/large/front/9/b/9b608658-9150-439b-b0a0-4a994722b95c.jpg
LRW;139453;https://cards.scryfall.io/large/front/7/d/7d5c2487-5da0-4d9a-beb2-598feeb068a1.jpg
LRW;146443;https://cards.scryfall.io/large/front/5/f/5fe41509-02db-415c-964e-971ea1d5485c.jpg
LRW;139449;https://cards.scryfall.io/large/front/e/0/e0c08701-7038-4d6b-bbf8-056fd8ffb226.jpg
LRW;142361;https://cards.scryfall.io/large/front/1/f/1fc973d3-39cf-4d0c-a3e9-70af2be3cd68.jpg
LRW;139685;https://cards.scryfall.io/large/front/3/3/33727782-dafd-4a7c-96dd-6ffaf667cc6b.jpg
LRW;146171;https://cards.scryfall.io/large/front/9/9/99f3744a-71c4-4a54-9e1c-92420526b792.jpg
LRW;146447;https://cards.scryfall.io/large/front/d/0/d000670f-1151-4abf-a7ec-b35a6e587183.jpg
LRW;139440;https://cards.scryfall.io/large/front/f/c/fc04f820-9505-4ccd-98e7-1bb861161af5.jpg
LRW;139447;https://cards.scryfall.io/large/front/d/7/d7218726-dfa2-4d13-a210-5d54024e2d27.jpg
LRW;146160;https://cards.scryfall.io/large/front/9/6/9666a328-cc51-4be1-abef-06bbe41dd866.jpg
LRW;142355;https://cards.scryfall.io/large/front/4/5/45598727-a8b1-4b3e-87c6-70c36f0d4fe8.jpg
LRW;139723;https://cards.scryfall.io/large/front/b/b/bbd5b8db-4a56-45bd-9704-a1316016ec5b.jpg
LRW;143609;https://cards.scryfall.io/large/front/7/d/7d66b355-9aff-4cce-ae4a-42b233475dcf.jpg
LRW;140212;https://cards.scryfall.io/large/front/1/6/1662fcb1-f142-43ff-b682-6827dea2ff7e.jpg
LRW;143021;https://cards.scryfall.io/large/front/7/6/7614e3e7-708f-4717-b798-97f0c391a673.jpg
LRW;139708;https://cards.scryfall.io/large/front/3/9/39b1655b-ab0a-40d9-8d4d-55d13310ede1.jpg
LRW;139670;https://cards.scryfall.io/large/front/7/9/79029161-a2c9-4cf6-94c0-31400daa0e8e.jpg
LRW;139705;https://cards.scryfall.io/large/front/0/4/040e1039-1943-4c2d-aa98-b7f9519de321.jpg
LRW;139483;https://cards.scryfall.io/large/front/e/f/effb7761-98a8-4cb8-883a-ddcb91d30c08.jpg
LRW;145800;https://cards.scryfall.io/large/front/3/a/3a62a282-5f94-444b-9095-4c36fabdad57.jpg
LRW;143388;https://cards.scryfall.io/large/front/9/4/94b4e4d2-2358-48d2-9a2a-3d17afea28f5.jpg
LRW;139446;https://cards.scryfall.io/large/front/6/6/66f077d2-34ab-45fa-84db-eb408c5a9996.jpg
LRW;139451;https://cards.scryfall.io/large/front/d/9/d943b877-805d-4bc8-a3ae-abec00fa51a6.jpg
LRW;143731;https://cards.scryfall.io/large/front/d/d/dd6b1240-0bc3-401a-9cc3-3acaea871a3d.jpg
LRW;139456;https://cards.scryfall.io/large/front/a/a/aa341824-bf3a-49ce-a8a0-ee53f537d626.jpg
LRW;146582;https://cards.scryfall.io/large/front/9/6/9675b8ea-47f9-440e-9535-de879da53f76.jpg
LRW;139458;https://cards.scryfall.io/large/front/5/6/568586ca-8a02-4a77-bd65-c0b4a74c429d.jpg
LRW;141814;https://cards.scryfall.io/large/front/7/5/752bf7fd-c49e-42fa-bbdd-8ca5d4c89b2b.jpg
LRW;146167;https://cards.scryfall.io/large/front/0/9/099badba-1c8a-4a74-80e9-133f2bafb94d.jpg
LRW;139469;https://cards.scryfall.io/large/front/c/3/c3a15a9d-46d7-4181-8131-50ba46a11c7b.jpg
LRW;139674;https://cards.scryfall.io/large/front/a/6/a60c51c2-3a24-4376-850c-cebd4d75adca.jpg
LRW;146175;https://cards.scryfall.io/large/front/e/a/ea19eb5e-0d70-42e6-bda2-b13757e08ca6.jpg
LRW;145809;https://cards.scryfall.io/large/front/6/f/6f1d8e26-304b-4571-9b33-7713265d9bbf.jpg
LRW;146445;https://cards.scryfall.io/large/front/8/8/88e77c10-b569-485f-ba3e-16ef0c57dd81.jpg
LRW;139710;https://cards.scryfall.io/large/front/b/7/b7184715-3ed3-4f56-9bf3-ff431cca86be.jpg
LRW;139452;https://cards.scryfall.io/large/front/9/b/9b5b51c3-60a8-45b2-9de0-605388091e8a.jpg
LRW;143015;https://cards.scryfall.io/large/front/1/4/140265a2-61c3-4731-989c-9d55c27400ec.jpg
LRW;145969;https://cards.scryfall.io/large/front/3/d/3df8c148-e87d-4043-9d8b-ec72bf8b6d5d.jpg
LRW;145967;https://cards.scryfall.io/large/front/b/c/bc98177b-34a6-44e1-9abd-6fd8df09fc70.jpg
LRW;145991;https://cards.scryfall.io/large/front/c/1/c1f7fb79-19a8-483a-bf91-e687f7da4e9c.jpg
LRW;145992;https://cards.scryfall.io/large/front/d/1/d116839f-6a3a-4a2e-a3ab-ea177c012746.jpg
LRW;141822;https://cards.scryfall.io/large/front/6/3/63056eb9-4257-4530-8ff4-6909a2cedf47.jpg
LRW;146595;https://cards.scryfall.io/large/front/d/8/d850d95e-ba27-49cc-aa7a-42508852fe20.jpg
LRW;145976;https://cards.scryfall.io/large/front/8/5/8595e9a1-010e-48a7-91e4-3d2722c8dbc0.jpg
LRW;139480;https://cards.scryfall.io/large/front/5/a/5a3ac629-a8c9-4b84-a8ea-b775d7913238.jpg
LRW;146597;https://cards.scryfall.io/large/front/7/5/75aaca31-8ed5-4e8a-8332-1cca77903f88.jpg
LRW;146168;https://cards.scryfall.io/large/front/f/b/fbc26374-d8de-4740-b1ec-ac92cfedbebc.jpg
LRW;139445;https://cards.scryfall.io/large/front/1/b/1b3c0ea9-270d-4738-9462-7f48fecb4bf4.jpg
LRW;146446;https://cards.scryfall.io/large/front/6/3/6341b73b-a035-45a2-908d-879c8eed4bbd.jpg
LRW;139471;https://cards.scryfall.io/large/front/e/e/ee8337bf-9fe8-45a0-974c-8911306b19ea.jpg
LRW;139466;https://cards.scryfall.io/large/front/a/7/a7e103a3-555c-4b68-9768-42637bfd2478.jpg
LRW;140176;https://cards.scryfall.io/large/front/3/1/317e7ab7-7639-4877-aae2-3746563f2ec9.jpg
LRW;145804;https://cards.scryfall.io/large/front/9/f/9f2e8f24-2ee1-4516-bf60-7fe6a0c4baec.jpg
LRW;139688;https://cards.scryfall.io/large/front/5/6/56a4ec08-5029-4f7b-a93b-a5dad4be5113.jpg
LRW;143384;https://cards.scryfall.io/large/front/e/0/e0386925-53bc-4902-ac30-cbdcb099936d.jpg
LRW;145964;https://cards.scryfall.io/large/front/b/e/be88b32a-986c-4317-b4a3-119f67e13b83.jpg
LRW;140338;https://cards.scryfall.io/large/front/d/4/d4732342-71a4-4079-b549-f4454945273a.jpg
LRW;140343;https://cards.scryfall.io/large/front/1/b/1b6ea1c8-ca58-4240-adb7-71cd49664414.jpg
LRW;139461;https://cards.scryfall.io/large/front/3/0/301abe8f-916a-4e5b-bf25-f1e12ae9cee2.jpg
LRW;139463;https://cards.scryfall.io/large/front/f/3/f330c0f4-13d2-4432-9ced-f044bef98ec8.jpg
LRW;139728;https://cards.scryfall.io/large/front/9/a/9a7878e5-fcb0-4de5-8dda-fcdb4b138ec1.jpg
LRW;139474;https://cards.scryfall.io/large/front/1/f/1f72f461-98d7-45e0-9968-9afb240fbf1e.jpg
LRW;139477;https://cards.scryfall.io/large/front/0/4/046fa2db-4c73-401a-b9a4-b039554be625.jpg
LRW;145981;https://cards.scryfall.io/large/front/5/9/59fdc845-7165-40f3-a082-21a502b3f0f6.jpg
LRW;142363;https://cards.scryfall.io/large/front/7/8/78f32852-2a18-453d-910a-829c3a2b5b1b.jpg
LRW;143682;https://cards.scryfall.io/large/front/9/6/96f71692-6389-462f-933e-b18b5aa7d76b.jpg
LRW;139691;https://cards.scryfall.io/large/front/f/b/fb0d4d3f-d3ad-4c70-b9af-9bfcdd9efd1f.jpg
LRW;139468;https://cards.scryfall.io/large/front/a/4/a432470c-7f68-4429-970a-3da8eabcf0b8.jpg
LRW;140164;https://cards.scryfall.io/large/front/5/f/5f560199-7703-4e2a-8e2d-5728f6efef46.jpg
LRW;143381;https://cards.scryfall.io/large/front/7/a/7a6e0b97-c2a9-4cd6-957e-87e9b22f7b48.jpg
LRW;139730;https://cards.scryfall.io/large/front/c/8/c8829b3c-5267-44c6-b709-c2dfc683b0a8.jpg
LRW;141830;https://cards.scryfall.io/large/front/5/1/512367a2-f8f6-4c28-9eb3-8e04d2694e4b.jpg
LRW;139686;https://cards.scryfall.io/large/front/9/c/9ceb9ae9-d153-446f-8835-1c53672fc9ca.jpg
LRW;146599;https://cards.scryfall.io/large/front/f/9/f99a113a-013a-411b-9f16-975cebd5ea5f.jpg
LRW;139462;https://cards.scryfall.io/large/front/0/7/07ced8a0-1caa-4737-b863-eb244a3d388a.jpg
LRW;145987;https://cards.scryfall.io/large/front/d/e/de2c0c8b-5442-44fb-9686-d3dff5742501.jpg
LRW;140183;https://cards.scryfall.io/large/front/c/d/cdaa7f6a-9639-4bee-aa12-20054d7975d5.jpg
LRW;139742;https://cards.scryfall.io/large/front/5/0/50575eab-6c23-4f63-9667-458416c5caa5.jpg
LRW;146161;https://cards.scryfall.io/large/front/d/3/d3f89bcf-46f8-4598-a949-7f10134606aa.jpg
LRW;140239;https://cards.scryfall.io/large/front/0/7/07f97507-abbe-4c8b-9683-f044e38f8d4b.jpg
LRW;139679;https://cards.scryfall.io/large/front/a/b/abd2c8cb-4852-4bde-b2cf-72ceb9b0dd3e.jpg
LRW;139465;https://cards.scryfall.io/large/front/e/3/e3c6227b-bd43-47e8-927f-f8a78c532591.jpg
LRW;139467;https://cards.scryfall.io/large/front/e/a/eaf72b4d-a399-49fb-a890-653b184a9e95.jpg
LRW;143607;https://cards.scryfall.io/large/front/4/2/428ba328-a0d8-4c52-ac2c-e9698486cc08.jpg
LRW;139667;https://cards.scryfall.io/large/front/b/6/b62a4703-9e8d-4164-a529-b2dbc4069aa8.jpg
LRW;139470;https://cards.scryfall.io/large/front/f/f/ffd2ec11-eb65-488d-a857-b5020113c429.jpg
LRW;139476;https://cards.scryfall.io/large/front/d/1/d13a898e-6a97-4fd9-980e-3bfd8d755386.jpg
LRW;139738;https://cards.scryfall.io/large/front/5/8/5864f207-2878-461b-8ff6-76475abc324d.jpg
LRW;146600;https://cards.scryfall.io/large/front/d/7/d76f09bc-b49a-4ad2-be2d-2a191d41b86d.jpg
